,Name,Director,Genre,John DiMaggio,Nicholas Braun,Sheryl Lee,Amybeth McNulty,Jerry Seinfeld,Allison Tolman,Josh Grelle,Judy Greer,Frank Kelly,Cillian Murphy,Richard Armitage,Yu Hayashi,Rafael Pettersson,Jessica Lange,LaKeith Stanfield,Alexander Skarsgård,Holt McCallany,Christopher McCulloch,Abhilash Thapliyal,Karoline Eichhorn,Kieran Culkin,rel
31,Dekalog,Artur Barcis|Olgierd Lukaszewicz|Aleksander Bardini,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Better Call Saul,Bob Odenkirk|Rhea Seehorn|Jonathan Banks,Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Death Note: Desu nôto,Mamoru Miyano|Brad Swaile|Vincent Tong,Animation|Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Clarkson's Farm,Jeremy Clarkson|Kaleb Cooper|Charlie Ireland,Documentary|Reality-TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Planet Earth,David Attenborough|Sigourney Weaver|Nikolay Drozdov,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Breaking Bad,Bryan Cranston|Aaron Paul|Anna Gunn,Crime|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Band of Brothers,Scott Grimes|Damian Lewis|Ron Livingston,Drama|History|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Chernobyl,Jessie Buckley|Jared Harris|Stellan Skarsgård,Drama|History|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,The Wire,Dominic West|Lance Reddick|Sonja Sohn,Crime|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Blue Planet II,David Attenborough|Peter Drost|Roger Munns,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Our Planet,David Attenborough,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Cosmos: A Spacetime Odyssey,Neil deGrasse Tyson|Christopher Emerson|Keythe Farley,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Avatar: The Last Airbender,Dee Bradley Baker|Zach Tyler Eisen|Mae Whitman,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Cosmos,Carl Sagan|Jaromír Hanzlík|Jonathan Fahn,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,The Sopranos,James Gandolfini|Lorraine Bracco|Edie Falco,Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Game of Thrones,Emilia Clarke|Peter Dinklage|Kit Harington,Action|Adventure|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Rick and Morty,Justin Roiland|Chris Parnell|Spencer Grammer,Animation|Adventure|Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Arcane: League of Legends,Hailee Steinfeld|Kevin Alejandro|Jason Spisak,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,The World at War,Laurence Olivier|Albert Speer|Anthony Eden,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,The Last Dance,Michael Jordan|Phil Jackson|Scottie Pippen,Documentary|Biography|History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Life,Oprah Winfrey|David Attenborough|Doug Allan,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Hagane no renkinjutsushi,Kent Williams|Iemasa Kayumi|Vic Mignogna,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Sherlock,Benedict Cumberbatch|Martin Freeman|Una Stubbs,Crime|Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,The Vietnam War,Peter Coyote|Huy Duc|James Willbanks,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Scam 1992: The Harshad Mehta Story,Pratik Gandhi|Shreya Dhanwanthary|Hemant Kher,Biography|Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,The Twilight Zone,Rod Serling|Robert McCord|Jay Overholts,Drama|Fantasy|Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,The Blue Planet,David Attenborough|Pierce Brosnan,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Batman: The Animated Series,Kevin Conroy|Loren Lester|Efrem Zimbalist Jr.,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Human Planet,John Hurt|Roger Munns,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Firefly,Nathan Fillion|Gina Torres|Alan Tudyk,Adventure|Drama|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Sahsiyet,Haluk Bilginer|Cansu Dere|Metin Akdülger,Crime|Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Frozen Planet,David Attenborough|Alec Baldwin|Chadden Hunter,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Freaks and Geeks,Linda Cardellini|John Francis Daley|James Franco,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,It's Always Sunny in Philadelphia,Charlie Day|Glenn Howerton|Rob McElhenney,Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,The Mandalorian,Pedro Pascal|Carl Weathers|Barry Lowin,Action|Adventure|Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,One Piece: Wan pîsu,Mayumi Tanaka|Tony Beck|Laurent Vernin,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,The Boys,Karl Urban|Jack Quaid|Antony Starr,Action|Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Chappelle's Show,Dave Chappelle|Donnell Rawlings|Rudy Rush,Comedy|Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Justice League Unlimited,George Newbern|Kevin Conroy|Phil LaMarr,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Battlestar Galactica,Edward James Olmos|Mary McDonnell|Jamie Bamber,Action|Adventure|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,The Thick of It,Chris Addison|James Smith|Peter Capaldi,Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,House M.D.,Hugh Laurie|Omar Epps|Robert Sean Leonard,Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,The Simpsons,Dan Castellaneta|Nancy Cartwright|Harry Shearer,Animation|Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,The Jinx: The Life and Deaths of Robert Durst,Robert Durst|Andrew Jarecki|Gary Napoli,Documentary|Crime|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,The Shield,Michael Chiklis|Michael Jace|Jay Karnes,Crime|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Kenpû Denki Berserk,Marc Diraison|Nobutoshi Canna|Carrie Keranen,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,The Adventures of Sherlock Holmes,Jeremy Brett|David Burke|Rosalie Williams,Crime|Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,The Crown,Claire Foy|Olivia Colman|Imelda Staunton,Biography|Drama|History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Downton Abbey,Hugh Bonneville|Phyllis Logan|Elizabeth McGovern,Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,The Return of Sherlock Holmes,Jeremy Brett|Edward Hardwicke|Rosalie Williams,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Line of Duty,Martin Compston|Vicky McClure|Adrian Dunbar,Crime|Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,It's a Sin,Olly Alexander|Nathaniel Curtis|Shaun Dooley,Comedy|Drama|History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Mahabharat,Harish Bhimani|Nitish Bharadwaj|Mukesh Khanna,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Deadwood,Timothy Olyphant|Ian McShane|Molly Parker,Crime|Drama|History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Star Trek: The Next Generation,Patrick Stewart|Brent Spiner|Jonathan Frakes,Action|Adventure|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Top Gear,Jeremy Clarkson|Richard Hammond|James May,Adventure|Comedy|Reality-TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Ramayan,Arun Govil|Deepika Chikhalia|Sunil Lahri,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Lonesome Dove,Robert Duvall|Tommy Lee Jones|Danny Glover,Adventure|Drama|Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Mad Men,Jon Hamm|Elisabeth Moss|Vincent Kartheiser,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,The Grand Tour,Jeremy Clarkson|James May|Richard Hammond,Comedy|Talk-Show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,South Park,Trey Parker|Matt Stone|Isaac Hayes,Animation|Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,House of Cards,Kevin Spacey|Michel Gill|Robin Wright,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Normal People,Daisy Edgar-Jones|Paul Mescal|Desmond Eastwood,Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,One Punch Man: Wanpanman,Makoto Furukawa|Kaito Ishikawa|Max Mittelman,Animation|Action|Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,BoJack Horseman,Will Arnett|Amy Sedaris|Alison Brie,Animation|Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Dragon Ball Z: Doragon bôru zetto,Jôji Yanami|Kyle Hebert|Masako Nozawa,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Curb Your Enthusiasm,Larry David|Cheryl Hines|Jeff Garlin,Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Rome,Kevin McKidd|Ray Stevenson|Polly Walker,Action|Drama|History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Steins;Gate,Mamoru Miyano|Asami Imai|Kana Hanazawa,Animation|Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Dragon Ball Z,Doc Harris|Christopher Sabat|Scott McNeil,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"I, Claudius",Derek Jacobi|John Hurt|Siân Phillips,Biography|Drama|History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Vinland Saga,Keith Silverstein|Zach Aguilar|Ben Diskin,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Oz,Ernie Hudson|J.K. Simmons|Lee Tergesen,Crime|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Invincible,Steven Yeun|J.K. Simmons|Sandra Oh,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Fleabag,Phoebe Waller-Bridge|Sian Clifford|Olivia Colman,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Leyla ile Mecnun,Ali Atay|Serkan Keskin|Ahmet Mümtaz Taylan,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Arrested Development,Jason Bateman|Michael Cera|Portia de Rossi,Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Stranger Things,Millie Bobby Brown|Finn Wolfhard|Winona Ryder,Drama|Fantasy|Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Six Feet Under,Peter Krause|Michael C. Hall|Frances Conroy,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,The Marvelous Mrs. Maisel,Rachel Brosnahan|Alex Borstein|Michael Zegen,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,The West Wing,Martin Sheen|Rob Lowe|Allison Janney,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Haikyuu!!,Ayumu Murase|Kaito Ishikawa|Yu Hayashi,Animation|Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
176,Adventure Time,John DiMaggio|Jeremy Shada|Tom Kenny,Animation|Action|Adventure,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
238,Feud,Susan Sarandon|Jessica Lange|Judy Davis,Biography|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
111,Atlanta,Donald Glover|Brian Tyree Henry|LaKeith Stanfield,Comedy|Drama|Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
68,Dark,Louis Hofmann|Karoline Eichhorn|Lisa Vicari,Crime|Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
66,Peaky Blinders,Cillian Murphy|Paul Anderson|Helen McCrory,Crime|Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
116,Bron/Broen,Sofia Helin|Rafael Pettersson|Sarah Boberg,Crime|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
237,Futurama,Billy West|John DiMaggio|Katey Sagal,Animation|Adventure|Comedy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35,Shingeki no kyojin,Yûki Kaji|Marina Inoue|Josh Grelle,Animation|Action|Adventure,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
172,Twin Peaks,Kyle MacLachlan|Sheryl Lee|Michael Horse,Crime|Drama|Horror,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
234,The Venture Bros.,Christopher McCulloch|James Urbaniak|Doc Hammer,Animation|Action|Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
36,Fargo,Billy Bob Thornton|Martin Freeman|Allison Tolman,Crime|Drama|Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
138,Father Ted,Dermot Morgan|Ardal O'Hanlon|Frank Kelly,Comedy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
197,Generation Kill,Alexander Skarsgård|James Ransone|Lee Tergesen,Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
143,Archer,H. Jon Benjamin|Judy Greer|Amber Nash,Animation|Action|Comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
46,Seinfeld,Jerry Seinfeld|Julia Louis-Dreyfus|Michael Richards,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
160,North & South,Daniela Denby-Ashe|Richard Armitage|Tim Pigott-Smith,Drama|Romance,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
92,Aspirants,Naveen Kasturia|Shivankit Singh Parihar|Abhilash Thapliyal,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
130,Mindhunter,Jonathan Groff|Holt McCallany|Anna Torv,Crime|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
136,Anne,Amybeth McNulty|Geraldine James|R.H. Thomson,Drama|Family,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
79,Succession,Nicholas Braun|Brian Cox|Kieran Culkin,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
